;strRazaoSocial;strNomeFantasia;NumeroCNPJ;RadicalCNPJ;CNAEPrincipal;DescCNAEPrincipal;RazaoSocialRFB;NomeFantasiaRFB;CodigoFornecedor
47832;INDÚSTRIA CEARENSE DE COLCHÕES E ESPUMAS LTDA;ORTOBOM;02748323000274;02748323;3104700;FABRICAÇÃO DE COLCHÕES;OLINDA INDUSTRIA E COMERCIO DE COLCHOES LTDA;;10370
47862;BANCO DO BRASIL;BANCO DO BRASIL;00000000326623;00000000;6421200;BANCOS COMERCIAIS;BANCO DO BRASIL SA;MARACANA ANAPOLIS GO;10371
47863;BRINQUEDOS BANDEIRANTE SA;BANDEIRANTES;61068557000582;61068557;3240099;FABRICAÇÃO DE OUTROS BRINQUEDOS E JOGOS RECREATIVOS NÃO ESPECIFICADOS ANTERIORMENTE;BRINQUEDOS BANDEIRANTE SA;;10372
47878;RIOVERCOR CORRETORA DE SEGUROS LTDA;RIVERCOR;26873265000198;26873265;6622300;CORRETORES E AGENTES DE SEGUROS, DE PLANOS DE PREVIDÊNCIA COMPLEMENTAR E DE SAÚDE;RIOVERCOR CORRETORA DE SEGUROS LTDA. - ME;RIOVERCOR;10373
47894;BIANKA PEREIRA GRAMASCO DE FARIA;PORTAIS E CIA;14371734000191;14371734;4744002;COMÉRCIO VAREJISTA DE MADEIRA E ARTEFATOS;BIANKA PEREIRA GRAMASCO DE FARIA;PORTAIS E CIA;10374
47901;JESIEL RODRIGUES LEAL - ME (VIZIM);VIZIM;19560487000276;19560487;;;;;10375
47903;ERINALDO SILVA DO NASCIMENTO  ME;MADESI MARCENARIA & DESINGN;40805798000163;40805798;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;ERINALDO SILVA DO NASCIMENTO - ME;MADESI - MARCENARIA & DESIGN;10376
47904;TERMISA;TERMISA;12233284000226;12233284;2823200;FABRICAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, PEÇAS E ACESSÓRIOS;TERMISA INDUSTRIAL S A;;10377
47906;SUPERMERCADO MS BARROS LTDA;SUPERMERCADO SERIDO;02110010000296;02110010;4711302;COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS;SUPERMERCADO M S BARROS LTDA;;10378
47912;AGENCIA NOVA ERA DE MODELOS E FIGURANTES LTDA;TRITON;07885525000109;07885525;9001906;ATIVIDADES DE SONORIZAÇÃO E DE ILUMINAÇÃO;AGENCIA NOVA ERA DE MODELOS E FIGURANTES LTDA;TRITON;10379
47913;COMERCIAL DE ESQUADRIAS E MADEIRA RODAM LTDA EPP;RODAM PORTAS E JANELAS;62002498000189;62002498;4679699;COMÉRCIO ATACADISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL;COMERCIAL DE ESQUADRIAS E MADEIRA RODAM LTDA - EPP;RODAM;10380
47925;CÍRCULO DE TRABALHADORES  CRISTÃOS DO EMBARÉ;UNICASTELO;58252636000534;58252636;8532500;EDUCAÇÃO SUPERIOR - GRADUAÇÃO E PÓS-GRADUAÇÃO;CIRCULO DE TRABALHADORES CRISTAOS DO EMBARE;UNICASTELO;10381
47929;ADAILTON REGIS CRUZ 54427258549;HOSPITAL DO OPALA;22334682000101;22334682;;;;;10382
47933;ALLIED TECNOLOGIA S.A;ALLIED;20247322000228;20247322;;;;;10383
47934;EMPORIO DO SONO;EMPORIO DO SONO;09352622000153;09352622;4754702;COMÉRCIO VAREJISTA DE ARTIGOS DE COLCHOARIA;;;10384
47940;SARAIVA E MAIA LTDA;A GRACIOSA;03238864000134;03238864;4774100;COMÉRCIO VAREJISTA DE ARTIGOS DE ÓPTICA;SARAIVA & MAIA LTDA - ME;A GRACIOSA;10385
47971;GENERAL MOTORS DO BRASIL LTDA;GM CHEVROLET;59275792003680;59275792;2910701;FABRICAÇÃO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS;GENERAL MOTORS DO BRASIL LTDA;;10386
47972;TERRASAL AUTOMÓVEIS AFG LTDA.;TERRASAL;13536641000107;13536641;4511101;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS;TERRASAL AUTOMOVEIS AFG LTDA;TERRASAL;10387
47973;EDITORA TRÊS LTDA;ISTO É;59225284001805;59225284;1811302;IMPRESSÃO DE LIVROS, REVISTAS E OUTRAS PUBLICAÇÕES PERIÓDICAS;EDITORA TRES LTDA.;;10388
47976;APARECIDO RICARDO PEREIRA - BATERIAS - ME;BATERCAR;13774529000104;13774529;4530703;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES;APARECIDO RICARDO PEREIRA - BATERIAS;BATERCAR;10389
47984;TRATUS DISTRIBUIDORA LTDA - ME;TRATUS;23151034000182;23151034;;;;;10390
47998;EDITORA PINI S/A;EDITORA PINI / PINIWEB;60859519000151;60859519;5811500;EDIÇÃO DE LIVROS;EDITORA PINI LTDA;;10391
48006;KAMILLA MORGANA MENDES BORGES 01560926112;ALLURE FUNCIONAL;24254045000150;24254045;;;;;10392
48013;COMÉRCIO DE METAIS BELACAP LTDA;BELACAP ALUMINIO;04785658000107;04785658;2512800;FABRICAÇÃO DE ESQUADRIAS DE METAL;COMERCIO DE METAIS BELACAP LTDA. - ME;COMERCIO DE METAIS BELACAP LTDA.;10393
48021;RIO VERDE 01 EMPREENDIMENTOS IMOBILIARIOS SPE LTDA;RIO VERDE 01 EMPREENDIMENTOS;20750523000162;20750523;;;;;10394
48026;JARDEL FRANCILINO VIEIRA;JARDEL FRANCILINO VIEIRA;00002029925195;00002029;;;;;10395
48042;CONSTRUTORA ALTANA LTDA;CONSTRUTORAALTANA.COM.BR;06153310000122;06153310;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;CONSTRUTORA ALTANA LTDA;;10396
48043;HIDRAUSHOP MATERIAIS HIDRÁULICOS E AQUECEDORES;HIDRAUSHOP MATERIAIS HIDRÁULICOS E AQUECEDORES;01736485000149;01736485;4744005;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE;HIDRAUSHOP MATERIAIS HIDRAULICOS E AQUECEDORES LTDA;HIDRAUSHOP MATERIAIS HIDRAULICOS E AQUECEDORES;10397
48051;KASPERSKY LAB SOLUCOES SEGURAS BRASIL LTDA.;WWW.KASPERSKY.COM;11139530000131;11139530;7020400;ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA;KASPERSKY LAB SOLUCOES SEGURAS BRASIL LTDA.;;10398
48061;SPE SOLAR PARK 23 EMPREENDIMENTOS IMOBILIARIOS LTD;SPE SOLAR PARK 23 EMPREENDIMENTOS IMOBILIARIOS LTD;19337136000110;19337136;;;;;10399
48069;A GALERIA DAS NOIVAS;GALERIA DAS NOIVAS;12634908000136;12634908;1412603;FACÇÃO DE PEÇAS DO VESTUÁRIO, EXCETO ROUPAS ÍNTIMAS;JESSICA YASMINY FARIAS 02973672180;;10400
48074;MUNDO BRASIL COMUNICAÇÕES LTDA;MUNDO BRASIL COMUNICAÇÕES LTDA;07411872000191;07411872;8299799;OUTRAS ATIVIDADES DE SERVIÇOS PRESTADOS PRINCIPALMENTE ÀS EMPRESAS NÃO ESPECIFICADAS ANTERIORMENTE;MUNDO BRASIL COMUNICACOES LTDA.;;10401
48079;A.P.M FERREIRA CONFECCOES - ME;FINA FLOR;21878675000108;21878675;;;;;10402
48099;NATAL COMÉRCIO DE MADEIRAS;ROCHA COMPENSADOS;11084591000149;11084591;4744099;COMÉRCIO VAREJISTA DE MATERIAIS DE CONSTRUÇÃO EM GERAL;ROCHA COMPENSADOS NATAL COMERCIO DE MADEIRA LTDA.;ROCHA COMPENSADOS;10403
48100;GLEYBSON FRANÇA DE ARAÚJO;GLEYBSON FRANÇA DE ARAÚJO;17046158000103;17046158;3101200;FABRICAÇÃO DE MÓVEIS COM PREDOMINÂNCIA DE MADEIRA;GLEYBSON FRANCA DE ARAUJO 01241956448;;10404
48101;SEBASTIAO JOSE CORREA EIRELI - EPP;VIC SHOP / WWW.VICSHOP.COM.BR;18804184000108;18804184;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;SEBASTIAO JOSE CORREA EIRELI - EPP;VIC;10405
48106;LOJAS INSINUANTES;LOJAS INSINUANTES;16182834025866;16182834;4649401;COMÉRCIO ATACADISTA DE EQUIPAMENTOS ELÉTRICOS DE USO PESSOAL E DOMÉSTICO;LOJAS INSINUANTE LTDA;LOJAS INSINUANTE;10406
48120;CLINICA ODONTOLOGICA GARCIA LTDA;CLINICA ODONTOPAR;07145446000153;07145446;8630504;ATIVIDADE ODONTOLÓGICA COM RECURSOS PARA REALIZAÇÃO DE PROCEDIMENTOS CIRÚRGICOS;CLINICA ODONTOLOGICA GARCIA LTDA;CLINICA ODONTOPAR;10407
48130;TCA TURISMO;TCA;97553081000199;97553081;7990200;SERVIÇOS DE RESERVAS E OUTROS SERVIÇOS DE TURISMO NÃO ESPECIFICADOS ANTERIORMENTE;TCA OPERADORA DE TURISMO LTDA ME;TCA OPERADORA DE TURISMO LTDA ME;10408
48137;INSTALAÇÕES E SERVIÇOS LTDA;WS WORK SERVIÇO;20202620000110;20202620;;;;;10409
48141;CYRELA BRAZIL REALTY S.A EMPREENDIMENTOS E PARTICIPACOES;CYRELA BRAZIL REALTY S.A EMPREENDIMENTOS E PARTICIPACOES;73178600000118;73178600;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;CYRELA BRAZIL REALTY S.A. EMPREENDIMENTOS E PARTICIPACOES;;10410
48151;MOVEIS ROMERA;ROMERA MOVEIS E ELETRODOMESTICOS;75587915010883;75587915;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;MOVEIS ROMERA LTDA;ROMERA MOVEIS E ELETRODOMESTICOS;10411
48157;ESPHERA VEICULOS MULTIMARCAS LTDA;ESPHERA VEICULOS MULTIMARCAS LTDA;08145109000129;08145109;4511102;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS;ESPHERA VEICULOS MULTIMARCAS LTDA;;10412
48179;JARDINS DO JOCKEY SPE LTDA;BFE-02 EMPREENDIMENTOS E PARTICIPACOES SPE LTDA;12020199000107;12020199;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;JARDINS DO JOCKEY SPE LTDA;BFE-02 EMPREENDIMENTOS E PARTICIPACOES SPE LTDA;10413
48187;POLO SUL SÃO CARLOS IND. COM. DE MÁQUINAS LTDA;POLO SUL SÃO CARLOS;73144925000180;73144925;2823200;FABRICAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, PEÇAS E ACESSÓRIOS;POLO SUL SAO CARLOS INDUSTRIA E COMERCIO DE MAQUINAS LTDA - EPP;;10414
48188;CeA MODAS LTDA;CeA MODAS LTDA;45242914016362;45242914;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;C&A MODAS LTDA.;;10415
48195;PREPARAENEM LTDA - ME;COPE - COLEGIO PREPARA ENEM;19676524000125;19676524;;;;;10416
48196;IDEP INSTITUTO SUPERIOR DE DESENVOLVIMENTO PROFISSIONAL LTDA;IDEP - OBCURSOS;06954460000135;06954460;8599604;TREINAMENTO EM DESENVOLVIMENTO PROFISSIONAL E GERENCIAL;IDEP - INSTITUTO SUPERIOR DE DESENVOLVIMENTO PROFISSIONAL LTDA;IDEP;10417
48200;MOSAICO NEGÓCIOS DE INTERNET S/A;WWW.ZOOM.COM.BR / ZOOM;09083175000184;09083175;6319400;PORTAIS, PROVEDORES DE CONTEÚDO E OUTROS SERVIÇOS DE INFORMAÇÃO NA INTERNET;MOSAICO NEGOCIOS DE INTERNET S/A;;10418
48222;DISMOBRAS IMPORT, EXPORT E DISTRIB DE MOVEIS E ELE;CITY LAR;01008073005909;01008073;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;DISMOBRAS IMPORTACAO, EXPORTACAO E DISTRIBUICAO DE MOVEIS E ELETRODOMESTICOS S/A;CITY LAR;10419
48226;MAGNETTI MARELLI COFAP FABRICADORA DE PEÇAS LTDA;COFAP;02865246002286;02865246;2949299;FABRICAÇÃO DE OUTRAS PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES NÃO ESPECIFICADAS ANTERIORMENTE;MAGNETI MARELLI COFAP FABRICADORA DE PECAS LTDA.;;10420
48242;CLUBE DE SEGUROS PAMPA;CLUBE DE SEGUROS PAMPA;74875972000166;74875972;9430800;ATIVIDADES DE ASSOCIAÇÕES DE DEFESA DE DIREITOS SOCIAIS;;;10421
48253;LARISSA MICHELE DA SILVA;LARISSA MICHELE DA SILVA;00098563165100;00098563;;;;;10422
48254;HADASSAH JARDINS VERTICAIS;HADASSAH JARDINS VERTICAIS;24215553000120;24215553;;;;;10423
48256;GLAMOUR RECEPÇÕES;GLAMOUR RECEPÇÕES;16987396000142;16987396;8230001;SERVIÇOS DE ORGANIZAÇÃO DE FEIRAS, CONGRESSOS, EXPOSIÇÕES E FESTAS;D M P DE SANTANA - ME;AGILE ENTRETENIMENTO;10424
48277;A.C DE OLIVEIRA PINHEIRO;ADRIANO MÓVEIS;70051305000108;70051305;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;A C DE OLIVEIRA PINHEIRO & FILHO LTDA.;UNILAR MOVEIS;10425
48279;CLAUDIO ALVES DA COSTA CONSULTORIA FINANCEIRA - ME;F5B ECOMMERCE DO BRASIL;08665331000152;08665331;4541205;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS PARA MOTOCICLETAS E MOTONETAS;CLAUDIO ALVES DA COSTA MOTO-PECAS - ME;C.R - MOTO PECAS;10426
48293;NIVEL A GINÁSTICA LTDA ME;NIVEL A GINÁSTICA LTDA ME;55398382000145;55398382;9313100;ATIVIDADES DE CONDICIONAMENTO FÍSICO;NIVEL A GINASTICA LTDA - EPP;;10427
48307;ELETROMAR MÓVEIS E ELETRODOMÉSTICOS LTDA;ELETROMÓVEIS MARTINELLO;32951535004393;32951535;;;;;10428
48310;ZOO VAREJO DIGITAL LTDA;GIRAFA COMERCIO ELETRONICO LTDA;09055134000346;09055134;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;GIRAFA COMERCIO ELETRONICO LTDA - EPP;;10429
48314;R A CONSTRUTORA LTDA - ME;R A CONSTRUTORA LTDA - ME;17087963000177;17087963;4120400;CONSTRUÇÃO DE EDIFÍCIOS;R A CONSTRUTORA LTDA - ME;;10430
48319;OLIVEIRA SILVA & CIA LTDA-ME;VIASEG MONITORAMENTO 24 HORAS;12981166000115;12981166;4652400;COMÉRCIO ATACADISTA DE COMPONENTES ELETRÔNICOS E EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO;OLIVEIRA SILVA & CIA LTDA - ME;VIASEG DISTRIBUIDORA;10431
48323;DANIELE DA SILVA SOUZA & CIA LTDA - EPP;GTSM1 DISTIRBUIDORA DE PECAS PARA BICICLETAS;10350220000107;10350220;4649403;COMÉRCIO ATACADISTA DE BICICLETAS, TRICICLOS E OUTROS VEÍCULOS RECREATIVOS;DANIELE DA SILVA SOUZA DISTRIBUIDORA - EPP;GTSM1 DISTIRBUIDORA DE PECAS PARA BICICLETAS;10432
48332;CODIBA COMERCIAL DISTRIBUIDORA DE BATERIAS LTDA;RDM - REDE DE DEPOSITOS MOURA;08472771000193;08472771;4530701;COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES;CODIBA COMERCIAL DISTRIBUIDORA DE BATERIAS LTDA;RDM REDE DE DEPOSITO MOURA;10433
48341;LOJAS VOLPATO LTDA;LOJAS VOLPATO LTDA;88957659007607;88957659;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;LOJAS VOLPATO LTDA;;10434
48347;ANA PAULA MARQUES DA SILVEIRA 87688913349;CE COMPRAS;18461543000171;18461543;;;;;10435
48361;IUNI EDUCACIONAL LTDA;UNIC INDUSTRIAL;33005265000212;33005265;8531700;EDUCAÇÃO SUPERIOR - GRADUAÇÃO;IUNI EDUCACIONAL S.A.;UNIC SINOP;10436
48370;FACELL COMÉRCIO;FACELL COMÉRCIO DE CELULARES LTDA;07366109000862;07366109;4752100;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO;FACELL COMERCIO DE CELULARES LTDA;FACELL COMERCIO;10437
48380;MADEIREIRA HERVAL LTDA;IPLACE;89237911012408;89237911;;;;;10438
48409;CARREFOUR COMERCIO E INDUSTRIA LTDA;CARREFOUR - FILIAL SUDOESTE;45543915027896;45543915;4711301;COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - HIPERMERCADOS;CARREFOUR COMERCIO E INDUSTRIA LTDA;CARREFOUR;10439
48410;WALDEMIR BARBOSA DE OLIVEIRA;MASTER HOME SERVICE;10731418000122;10731418;4751201;;WALDEMIR BARBOSA DE OLIVEIRA;MASTER HOME SERVICE;10440
48411;TRIVIA EDUCACIONAL LTDA - EPP;CURSO TRIVIA;21212555000177;21212555;;;;;10441
48413;COLEGIO EXPOVEST;COLEGIO EXPOVEST;02494005000143;02494005;8520100;ENSINO MÉDIO;EMPREENDIMENTOS EDUCACIONAIS DIAS LTDA - EPP;COLEGIO EXPOVEST;10442
48414;EVANDRO GUSTAVO POTTES;EVANDRO GUSTAVO POTTES;00021597549860;00021597;;;;;10443
48421;DOURADIESEL SA;GOLDENMOTORS;03621547000364;03621547;4511101;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS;DOURADIESEL SA;GOLDENMOTORS;10444
48422;COMPANHIA SULAMERICANA DE DISTRIBUICAO;SAO FRANCISCO SUPERMERCADOS;11517841003455;11517841;4711302;COMÉRCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINÂNCIA DE PRODUTOS ALIMENTÍCIOS - SUPERMERCADOS;COMPANHIA SULAMERICANA DE DISTRIBUICAO;SAO FRANCISCO SUPERMERCADOS;10445
48423;COOPER CRED ADMINISTRADORA DE CARTOES LTDA;COOPER CRED;05938780000139;05938780;6613400;ADMINISTRAÇÃO DE CARTÕES DE CRÉDITO;COOPER CARD ADMINISTRADORA DE CARTOES LTDA;COOPER CARD;10446
48427;PRIMAVIA MOTORS LTDA;VIA MOTORS JEEP;21043592000107;21043592;;;;;10447
48448;MUNDIAL EDITORA;MUNDIAL EDITORA;08698442000165;08698442;4761001;COMÉRCIO VAREJISTA DE LIVROS;MARCIO ALVES FIGUEIREDO ME;EDITORA GENESIS;10448
48473;MARCELINO MENEZES DANTAS;MARE MANSA;19266065000101;19266065;;;;;10449
48474;LMR RAYLIM MODAS - ME;LMR RAYLIM MODAS - ME;21950250000162;21950250;;;;;10450
48478;ATLANTA AUTOMÓVEIS LTDA;ATLANTA SEMINOVOS;21795352000150;21795352;;;;;10451
48488;RENNOV SERVICOS DE COBRANCA S/S LTDA - ME;RENNOV SERVICOS DE COBRANCA;07791201000101;07791201;7020400;ATIVIDADES DE CONSULTORIA EM GESTÃO EMPRESARIAL, EXCETO CONSULTORIA TÉCNICA ESPECÍFICA;RENNOV SERVICOS DE COBRANCA S/S LTDA;RENNOV SERVICOS DE COBRANCA;10452
48489;CAEDU COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO L;LOJA CAEDU;46377727002994;46377727;4781400;COMÉRCIO VAREJISTA DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS;CONFECCOES CAEDU LTDA;CAEDU;10453
48517;MOTO BRASIL PECAS E ACESSORIOS LTDA;RIO JUNTAS;04584726000331;04584726;4541202;COMÉRCIO POR ATACADO DE PEÇAS E ACESSÓRIOS PARA MOTOCICLETAS E MOTONETAS;MOTO BRASIL PECAS E ACESSORIOS LTDA;RIO JUNTAS;10454
48518;SKF DO BRASIL LTDA;SKF DO BRASIL LTDA;61077327000156;61077327;2949299;FABRICAÇÃO DE OUTRAS PEÇAS E ACESSÓRIOS PARA VEÍCULOS AUTOMOTORES NÃO ESPECIFICADAS ANTERIORMENTE;SKF DO BRASIL LTDA;;10455
48530;VIA VAREJO S/A;CASAS BAHIA (FILIAL 1322);33041260108879;33041260;4753900;COMÉRCIO VAREJISTA ESPECIALIZADO DE ELETRODOMÉSTICOS E EQUIPAMENTOS DE ÁUDIO E VÍDEO;VIA VAREJO S/A;;10456
48536;ONZE/DOZE PARQUE FLAMBOYANT SPE LTDA;ONZE/DOZE PARQUE FLAMBOYANT SPE LTDA;14526608000169;14526608;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;ONZE/DOZE PARQUE FLAMBOYANT SPE LTDA;;10457
48540;JURIS ENSINO JURIDICO LTDA - ME;JURIS ENSINO JURIDICO;08957527000110;08957527;8599605;CURSOS PREPARATÓRIOS PARA CONCURSOS;JURIS ENSINO JURIDICO LTDA - ME;JURIS ENSINO JURIDICO;10458
48554;SOCIEDADE COMERCIAL E IMPORTADORA HERMES S A;COMPRA FACIL;33068883000120;33068883;4789099;COMÉRCIO VAREJISTA DE OUTROS PRODUTOS NÃO ESPECIFICADOS ANTERIORMENTE;SOCIEDADE COMERCIAL E IMPORTADORA HERMES S A;COMPRA FACIL;10459
48555;CASA E COZINHA;CASA E COZINHA;10858168000196;10858168;4759899;COMÉRCIO VAREJISTA DE OUTROS ARTIGOS DE USO DOMÉSTICO NÃO ESPECIFICADOS ANTERIORMENTE;JJD PRESENTES E UTILIDADES LTDA - ME;CASA E COZINHA;10460
48561;BANCO INTERBACIONAL DO FUNCHAL;BANIF;33884941000194;33884941;6422100;BANCOS MÚLTIPLOS, COM CARTEIRA COMERCIAL;BANIF - BANCO INTERNACIONAL DO FUNCHAL (BRASIL), S.A.;;10461
48563;NATURA COSMETICOS S/A;NATURA COSMETICOS S/A;71673990003940;71673990;4646001;COMÉRCIO ATACADISTA DE COSMÉTICOS E PRODUTOS DE PERFUMARIA;NATURA COSMETICOS S/A;;10462
48582;RIGONI INTERMEDIACOES DE NEGOCIOS LTDA. - ME;ACHEIMONTADOR.COM.BR;11074261000172;11074261;7490104;ATIVIDADES DE INTERMEDIAÇÃO E AGENCIAMENTO DE SERVIÇOS E NEGÓCIOS EM GERAL, EXCETO IMOBILIÁRIOS;RIGONI INTERMEDIACOES DE NEGOCIOS LTDA.;RIGONI INTERMEDIACOES;10463
48587;PROJETO IMOBILIARIO C 14 LTDA;PROJETO IMOBILIARIO C 14 LTDA;17256304000117;17256304;4110700;INCORPORAÇÃO DE EMPREENDIMENTOS IMOBILIÁRIOS;PROJETO IMOBILIARIO C 14 LTDA.;;10464
48589;IVETE DE OLIVEIRA -  MODAS E ACESSÓRIOS;OFERTAS MIAMI;21522837000170;21522837;;;;;10465
48590;SUPER METALRIO LTDA - EPP;SUPER METALRIO;73151110000128;73151110;2599399;FABRICAÇÃO DE OUTROS PRODUTOS DE METAL NÃO ESPECIFICADOS ANTERIORMENTE;SUPER METALRIO LTDA EPP;SUPER METALRIO;10466
48591;EMBUTIDOS BRUGALLI DEL MONTE LTDA - ME;EMBUTIDOS BRUGALLI DEL MONTE LTDA - ME;11370713000163;11370713;1013901;FABRICAÇÃO DE PRODUTOS DE CARNE;EMBUTIDOS BRUGALLI DEL MONTE LTDA;;10467
48594;SPE VIVER MAIS EMPREENDIMENTO IMOBILIARIO LTDA;SPE VIVER MAIS EMPREENDIMENTO IMOBILIARIO;15457694000168;15457694;4120400;CONSTRUÇÃO DE EDIFÍCIOS;SPE VIVER MAIS EMPREENDIMENTO IMOBILIARIO LTDA;SPE VIVER MAIS EMPREENDIMENTO IMOBILIARIO;10468
48606;MULTIPLACA PLACAS E PAINEIS LTDA - ME;MULTIPLACA PLACAS E PAINEIS LTDA - ME;01837889000129;01837889;6399200;OUTRAS ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO NÃO ESPECIFICADAS ANTERIORMENTE;MULTIPLACA PLACAS E PAINEIS LTDA - ME;;10469
48610;MARIA LEDA VIEIRA DA SILVA MOLLER - EIRELI - ME;ESCOLA EDUCACIONAL BRINCARTE;12056744000107;12056744;8512100;EDUCAÇÃO INFANTIL - PRÉ-ESCOLA;ESCOLA EDUCACIONAL BRINCARTE LTDA-ME;ESCOLA EDUCACIONAL BRINCARTE;10470
48618;INOVATHI VEICULOS EIRELI;INOVATHI VEICULOS EIRELI;24081026000170;24081026;;;;;10471
48621;BR MOTO PEÇA E SERVIÇO LTDA;BR MOTO PEÇA E SERVIÇO LTDA;02491457000686;02491457;4541203;COMÉRCIO A VAREJO DE MOTOCICLETAS E MOTONETAS NOVAS;BR MOTO PECA E SERVICO LTDA;BR MOTO PECA E SERVICO LTDA;10472
48629;LAERTE AUTOMÓVEIS SBO LTDA;LAERTE AUTOMOVEIS;08673495000121;08673495;4511102;COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS USADOS;LAERTE ANTONIO DA SILVA AUTOMOVEIS;;10473
48641;CAMPOS MOVEIS;CAMPOS MOVEIS;70028543000100;70028543;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;J. Z. DIAS CAMPOS;CAMPOS MOVEIS;10474
48656;C. E. GUIMARÃES - EPP;OPÇÃO TELEFONIA CELULAR;02560434000171;02560434;4752100;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO;C E GUIMARAES - EPP;;10475
48671;JOÃO DIVINO BORGES DA SILVA;MÓVEIS DO LAR MARCENARIA;00052141187168;00052141;;;;;10476
48687;CERÂMICA ELIZABETH LTDA;CERÂMICA ELIZABETH LTDA;02811281000198;02811281;2342701;FABRICAÇÃO DE AZULEJOS E PISOS;CERAMICA ELIZABETH LTDA;;10477
48695;C & A MODAS LTDA;C & A MODAS LTDA;45242914036126;45242914;;;;;10478
48701;PARO e PARO PECAS E SERVICOS AUTOMOTIVOS LTDA - ME;GP SERVIÇOS AUTOMOTIVOS (GP DUTRA);05946391000155;05946391;4530703;COMÉRCIO A VAREJO DE PEÇAS E ACESSÓRIOS NOVOS PARA VEÍCULOS AUTOMOTORES;PARO & PARO PECAS E SERVICOS AUTOMOTIVOS LTDA - ME;;10479
48705;PAMELA DA CAMARA DOS REIS;MAGAZINE MARIA;27414633000100;27414633;;;;;10480
48711;AGUIA DISTRIBUIÇÃO LTDA;NOKIA;06058231000990;06058231;4752100;COMÉRCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICAÇÃO;AGUIA DISTRIBUICAO LTDA;;10481
48717;CUNHA & CUNHA MÓVEIS E ELETROS LTDA - ME;CASAS POTIGUAR MOVEIS E ELETRO;05460891000344;05460891;4754701;COMÉRCIO VAREJISTA DE MÓVEIS;CUNHA & CUNHA MOVEIS E ELETROS LTDA - ME;CASAS POTIGUAR;10482
